x,y,Distance
-6.084212747899722,6.084212747899722,9.368866042884829
-6.270054405859045,7.014795063196136,9.655037100793605
-5.704999999999999,0.0,9.881349857180446
-6.33630439801777,0.5751649563229225,10.97480114958891
-5.929837379100282,3.3371785946028236,10.27077962122276
-5.391426963021339,3.5846088918066736,9.338225425249732
-5.284860472462445,4.0754661524556965,9.153646849217418
-5.35494921037209,4.725871016331906,9.275044104315302
-5.230793438858009,5.230793438858009,9.06
-5.090730347428724,5.726088856218063,8.817403609379314
-5.299061313155905,6.668384181962167,9.178243426808683
-5.2208907470047885,0.0,10.24657502816623
-5.327077778070326,0.5479222219296738,10.454978810883857
-5.693459037652864,1.1744391938866277,11.174042519960755
-5.712630311271469,1.775753802934639,11.211668262968544
-5.417650560529385,2.2600582102786317,10.632737905250838
-5.047378420251435,2.654314858939024,9.906037912845456
-4.995586109421913,3.1856393489064416,9.80438977950705
-4.865644677396574,3.665657919083912,9.549365359913736
-4.669983196650519,4.080680329354973,9.165358082278836
-5.08062672467467,5.08062672467467,9.971291384396732
-4.973566419018188,5.635616265491426,9.761173703792727
-4.690821153583397,5.978611821040888,9.206254875468565
-4.855521310969186,6.923584938801039,9.529497134612267
-5.169622733493421,0.0,11.611162766637458
-4.9960044631018095,0.5880786836946161,11.221209746716253
-5.315241653043405,1.2547583469565955,11.938228214922919
-4.945284483123507,1.7592220379114765,11.107290806513301
-4.92536407785234,2.3514173455284784,11.062548843723183
-4.883466430599775,2.938986030149705,10.968445187253854
-4.835369185165698,3.528763394320029,10.860417005285422
-4.431348372901082,3.820587763545927,9.952971403516443
-4.365975849679691,4.365975849679691,9.80614231235829
-4.743881484125807,5.428959151345942,10.654932264389872
-4.850403536673719,6.289760475869306,10.89418471164424
-4.270798004186509,6.229357506490199,9.592369371319633
-4.376456191228418,7.141681679104616,9.829681544879808
-3.913378009034679,0.0,10.194698257349444
-4.119162183529053,0.5623765782734078,10.730784360011777
-3.845607494422954,1.0529499977667554,10.018150030825765
-4.017398845390784,1.6576011546092158,10.465681800641036
-4.083753137821878,2.261291620103188,10.638540642248774
-4.039650530293339,2.8198033639598226,10.523649421651694
-4.0047310403450895,3.3897835544904997,10.432681040242825
-3.9579075366126464,3.9579075366126464,10.310701642698788
-3.797670784672901,4.404767877091049,9.893270632458503
-3.688009491761253,4.895313242502651,9.607593197474186
-3.5908160067708415,5.400762767286311,9.354395512566184
-3.4894162871494765,5.903271017543663,9.090240211817548
-3.9748821890881025,7.523291297443662,10.354922124239575
-3.1797848721182085,0.0,9.78637155267713
-3.3235519661785156,0.5360708504243676,10.228841171254063
-3.1808051278991702,1.0289191279353613,9.789511577097903
-3.302399059458597,1.609778147723299,10.163739218478765
-3.309793336390402,2.165206663609597,10.186496462861097
-3.501258323727999,2.887357556998268,10.775765102335487
-3.3768262744202575,3.3768262744202575,10.392802632684072
-3.1907239244821217,3.7695596005290803,9.820038494049843
-3.023444476253401,4.14294431784997,9.30520529012855
-2.970877145609378,4.6588050233934695,9.143419682012192
-3.1230853407389696,5.54941477258222,9.611868338385694
-3.1462443822715125,6.288307589816114,9.68314453924716
-2.818539401166451,0.0,10.518932248287955
-2.827599908004106,0.5530460104578189,10.552746520148407
-2.9086336424082506,1.1409241874536422,10.85516853407172
-2.8196270614841468,1.6666781116419291,10.52299145185497
-2.794922037023348,2.2171330801012483,10.430791045365039
-2.8575,2.8575,10.664335182628067
-2.769204818092968,3.357984325826086,10.334813077687487
-2.616835512569398,3.7488787697580856,9.76616308795954
-2.6694410523242285,4.435586162628435,9.962489635084152
-2.732722074581011,5.19647561077146,10.19865762530136
-2.6673120296999593,5.747258666419956,9.954544014479914
-2.79795387145527,6.7811829289483425,10.442106005505106
-2.8447091043824617,9.55922859553036,10.616598910309106
-2.295345066628063,0.0,10.798749512101214
-2.2112249415101526,0.5451978888316937,10.402995438658397
-2.2993127444928607,1.1369562329565543,10.817415968848653
-2.1931588569092235,1.6342108442345833,10.318001193084482
-2.277725201224481,2.277725201224481,10.715854562798565
-2.3516873521726107,2.9645413997774828,11.063819125110925
-2.317463205251551,3.542536794748449,10.902807173034892
-2.28652491715155,4.12932291532547,10.757253971303909
-2.254549587352426,4.722461357359229,10.606821871970448
-2.1396452728457542,5.129005243779869,10.066239574233377
-2.090459517566602,5.678146822259741,9.834838788989641
-2.341781254470975,7.154662816864358,11.017214599596377
-2.370160346855847,10.040160346855847,11.150727732109914
-1.723907804743344,0.0,10.884325513358418
-1.7277940520923327,0.5717092483520855,10.908862313444496
-1.7175756074269641,1.1397866505048646,10.844345592960902
-1.7181344887247079,1.7181344887247079,10.847874230601056
-1.7107188425601725,2.2958348333562846,10.801053683397425
-1.7543184837862917,2.967893942323748,11.076330984228125
-1.7511172642054742,3.592350917728991,11.05611927925093
-1.789040893741224,4.335959106258776,11.295559652674246
-1.757792937961914,4.941267192722919,11.098267824542129
-1.6795787539530924,5.40323353617121,10.60444290178736
-1.8519599376835116,6.750849807967766,11.69281486166677
-1.9768381581010759,9.068169764032795,12.481264914978091
-1.8965296387236752,9.696529638723675,11.974216879117716
-1.1519036652095411,0.0,10.959631286958372
-1.154500429695956,0.5756647536489973,10.984337850683904
-1.1559890009467417,1.1559890009467417,10.998500660079957
-1.1501108049478435,1.7331333574942378,10.942573361013087
-1.1410460035787002,2.307583653645713,10.856327537081922
-1.1782818820870802,3.003872089106574,11.210603255983802
-1.1700848440385705,3.6172054449635973,11.132613648545151
-1.155415011451194,4.219832505465039,10.993039514826421
-1.137303798497188,4.817696201502812,10.82072283407397
-1.1586061516217008,5.616703443965236,11.023401185433132
-1.2800136671618776,7.031269800253692,12.178516535764068
-1.3259839538534484,9.165983953853448,12.615894597412769
-1.2445029356738466,9.588372952104061,11.840654494350902
-0.5798823951718177,0.0,11.064815245080679
-0.6010386637890075,0.6010386637890075,11.468500898367571
-0.5990869181283869,1.2014737744846704,11.431259372637589
-0.597555055239612,1.805904090613686,11.402029687470018
-0.6173790177756081,2.5039786661607923,11.780293426311763
-0.6137091925921317,3.1377571191197298,11.710268990365782
-0.6296468206005804,3.9037077411474677,12.014377048873158
-0.6195425727634066,4.53787806143774,11.821576514765361
-0.6086375319863792,5.170661529698052,11.61349594111365
-0.6756930209158276,6.569306979084172,12.892990891038902
0.0,0.0,11.47
0.0,0.6023868563562835,11.494225945025144
0.0,1.2501604206811356,11.894481868604549
